8,1.700448,22
9,1.698746,21
10,1.698946,20
11,1.698384,19
12,1.699533,18
13,1.813041,17
14,2.667021,16
15,1.696986,15
16,2.557891,14
17,3.970185,13
18,2.054385,12
19,1.907104,11
20,1.841599,10
21,1.817902,9
22,1.819153,8
23,1.820679,7
24,1.825439,6
